Target,ZAMS_16,ZAMS_50,ZAMS_84,Ni_mass_16,Ni_mass_50,Ni_mass_84,Radius_16,Radius_50,Radius_84,Beta_16,Beta_50,Beta_84,Energy_16,Energy_50,Energy_84,Mrate_16,Mrate_50,Mrate_84,peakr,peakrhost,volumefac
ZTF19aamwhat,9.919143230020072,10.511532941126884,11.240974047815115,0.008178051751486556,0.010526171391761423,0.02499120629261454,4420.776639503654,6737.517086960249,8650.023158612416,1.663663213658477,2.3881147948968753,3.362315848124318,2.1580610384415193,2.2235358897357296,2.663147047678328,2.6308491699688856,3.008089137857857,3.421335406006245,-15.77,-16.01,63095734448.01917
ZTF19abbwfgp,11.879158613939612,12.37406048910829,14.183661904470348,0.06019918315381888,0.07239197519747109,0.10052187341605687,5243.969572178323,7881.7178487146575,11216.396198494689,1.3437831947828853,2.9472454436720117,4.372465683505572,16.574501019762426,18.162031853816305,27.234045463881028,1.575457258309475,2.0107072011868126,3.1556608774677546,-18.16,-18.16,63095734448.01917
ZTF23aanymcl,10.983845356092154,11.629972267615939,12.437521556032744,0.01776766115120573,0.023087592565487192,0.033680182942991514,3166.183932385653,7569.182265512209,10811.152498427145,2.6672195150777394,3.438230377309921,3.8007738108217395,9.176803086779238,10.356635177788116,11.465346481931391,2.1424072463708916,2.913713356475922,3.1082343343082863,-17.24,-17.24,63095734448.01917
ZTF18aawpwlf,10.387893784236699,10.635823357369077,11.755115628989317,0.008047401122255682,0.012586278439724678,0.058668947060194765,5799.118301344564,11276.427809332921,12700.430754015473,2.4736948542401107,3.7951268424858715,4.1976224673422555,9.437489261612054,10.393809452328059,11.262492647867074,2.414146655915533,2.5815940912666773,2.856025090258578,-17.21,-17.63,63095734448.01917
ZTF18aatyqds,11.688450294320859,12.307370965147054,12.59298089500099,0.017488621402058216,0.022449001250838197,0.02982492053988587,5765.617914917777,10539.55450255484,11619.096470148492,2.186176671392136,2.751436327064498,3.2869071670508294,2.0444524735550735,2.819377344527789,7.062458577039417,2.120636042460838,2.343766034395551,2.7018974495044517,-17.15,-17.15,63095734448.01917
ZTF18aaxkqgy,10.411181592156373,12.060463446349132,12.662817946573286,0.020877384759705242,0.028160590931340712,0.03397540971172669,7784.201157109267,9698.34849958,11452.29832560903,2.9856650804963647,3.311919756318501,3.914086822841535,7.279138719692545,7.906626786840303,11.296109374536615,2.679215119661508,3.0163644206700284,3.1406320529485945,-17.14,-17.14,63095734448.01917
ZTF21acafqtj,12.017533160054784,12.627502376515926,13.879216736306413,0.025191815304507852,0.035160603961183916,0.04686957299732073,6823.834490220536,8693.22088590185,11084.18334144938,2.5562540284298487,4.300907211445776,4.5377645159736915,3.9356285127906463,7.248989132443858,7.509516925846914,2.525195028186609,2.8323232984944338,3.7949302685832125,-17.11,-17.11,63095734448.01917
ZTF20aaiovoy,9.399442403700418,10.454394520846007,16.293507723030892,0.04808186419082309,0.06925401271964386,0.08593690940471728,7388.763821892534,8914.017631544368,11303.828781517646,0.6606139264331203,1.0406052506664132,2.0233459899457236,7.10409710354167,7.64223188177071,10.573747983352215,3.3664463199318697,3.5624650800750284,3.795334441482248,-16.75,-16.75,63095734448.01917
ZTF21aafepon,10.422005033680273,10.995429352034247,11.562941657764497,0.02693161662515476,0.028941657467137144,0.03410016360205013,9530.086757579043,11004.5243773395,12610.19639614071,1.1630699337760233,2.1773094652034355,3.1133149042522286,3.325049130618602,3.6067969968411564,6.568186481158817,2.4000482112449646,2.784934295158955,3.2226433327959616,-16.18,-16.42,63095734448.01917
ZTF23abhzfww,11.474519081363315,11.964844678373135,12.752291655774734,0.08765862860712209,0.09739146215021999,0.11842407486453357,2949.1610805976075,6287.543344018423,9522.224841195146,2.9338201743885866,3.814287811492262,4.812645324926966,9.02338670462089,10.103084355597515,11.35410044204811,2.5930575287959097,3.7927917310106007,4.321468878948349,-17.62,-17.62,63095734448.01917
ZTF20abyzomt,11.216071717877382,12.077114943556312,12.448132412060414,0.049654903606313375,0.059985902066242276,0.06391680464706768,8015.585993320863,10095.906173432242,11070.551892114796,2.868374767275628,3.7686606333073014,4.208161009624915,13.41720773367555,14.919674594306729,15.841825494610376,2.6040838747980186,2.985707935649788,3.096988977786218,-17.69,-17.69,63095734448.01917
ZTF24aaucrua,9.278882198934422,9.862724998827568,10.262011404455817,0.0256493987088255,0.029553179155611987,0.044532697531921586,4139.068320298843,5268.233055792349,7178.018547250971,0.7225890991865572,1.008003506300229,1.2353181887161262,6.927274063184641,11.569182384722945,13.391807530010228,3.3896983226699917,3.7971762544935106,3.9053856210023836,-15.76,,
ZTF21aaobkmg,10.099334468501981,10.538818807082187,11.06524671746456,0.0017030517682874173,0.0036604591021182622,0.015572759979660808,8147.460065657719,10067.321981734842,10740.459400018373,1.059433852065846,1.7493915420569257,2.226651907701534,1.5607913236392386,1.6268045238640583,1.938119750612808,3.0030970995382793,3.322344216471262,3.601625983156335,-15.34,-15.4,58884365535.55884
ZTF21aagtqna,11.626301165084474,13.02279446139209,13.24601668785764,0.05032910532588474,0.05178112525776417,0.053384146284214534,7928.460392017921,9622.95151431099,10691.776751914138,2.4929738747099455,2.965316458176144,3.3882025815466057,5.297897322360867,5.972049042774033,7.704711325087483,2.6188045415993764,2.9734469575319182,3.3651240937151705,-16.84,-16.84,63095734448.01917
ZTF19aadnxnl,13.83228578228421,14.0453862821631,14.33014329359676,0.06720725788303858,0.06741206388593515,0.07103794053539769,6310.6633057068575,8362.429660303165,8560.332948464977,2.823151437291754,4.000678103454534,4.0073870332643615,2.939809159200916,3.712139921321164,5.53067595747851,3.1479990875119106,3.499849517610827,3.510875858052124,-16.87,-16.87,63095734448.01917
